MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustspeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
15.3,29,0,7,12.6,3,39,3,15,13,17,57,47,1023.3,1019.4,0,0,20.4,25.4,0,0
14.2,30.6,0,8.4,12.5,15,31,13,15,9,20,50,45,1019.5,1015.8,0,1,24,28.1,0,0
17.6,37.2,0,9.6,12.7,9,31,12,9,13,13,39,23,1013.4,1010.1,1,1,27.1,34,0,0
16.6,25.6,0,8,10,16,30,15,15,7,13,62,56,1016.7,1015.4,6,7,22.1,23.7,0,0
15.4,27,0,7.8,12.1,8,39,4,8,11,19,62,59,1018.4,1016.1,1,1,21.2,23.9,0,0
16.5,29.8,0,7.4,11.4,3,46,13,7,15,19,58,35,1021.2,1017.4,5,5,21.2,28.1,0,0
15,33.4,0,11,11.3,3,41,3,13,17,11,52,31,1019.3,1014.7,6,3,20.2,31.9,0,0
19.7,32.6,0,8,7.3,9,33,11,9,11,13,40,37,1013.7,1012.2,6,3,28.6,31.1,0,0
18.1,24.2,0,7.2,6,15,39,8,8,19,24,76,57,1016.8,1015.4,6,7,19.2,21.7,0,0
13.3,24.4,0,6.2,8.5,8,46,4,8,11,19,58,57,1017.8,1015.9,7,7,18.4,22,0,0
14.1,27.1,0,5.4,12.3,14,33,12,8,17,17,57,44,1020.4,1017.3,2,2,20,25.9,0,0
14.2,29.2,0,8,12.7,8,35,6,15,15,17,47,41,1020.1,1016.9,0,1,20.8,26.3,0,0
14.2,33.2,0,10,13.1,15,33,12,15,11,19,31,25,1018.6,1015.7,0,0,24.8,30.8,0,0
17,37.2,0,10.8,13.1,6,35,6,16,20,11,23,10,1015.5,1011.3,0,5,27.6,36.5,0,0
13.5,30.7,0,9.4,11.1,8,30,15,8,7,17,47,40,1014.6,1012.3,1,2,24.5,27.7,0,0
15.9,27.7,0,9.2,12.8,8,46,4,15,17,19,67,51,1013.4,1010.8,1,1,20,25.7,0,0
14.4,29.3,0,9.4,12.7,15,43,14,15,13,22,58,47,1014.2,1010.8,1,0,21,25.9,0,0
15.3,32.6,0,8.4,13,13,41,14,13,17,11,52,28,1016,1011.9,1,2,22.4,31.9,0,0
16.1,33.7,0,11.6,13.1,7,39,3,3,15,11,41,19,1015.4,1011.4,0,0,23.5,33.3,0,0
19.6,37.1,0,13,13,9,31,12,1,13,17,28,25,1011,1009,4,2,30,32.1,0,0
20,28.3,0,9.2,8.4,8,24,1,16,11,13,72,55,1011.9,1009.3,6,2,23.1,26.5,0,0
17.5,25.2,0,7.4,7.5,3,43,7,7,15,17,52,41,1012.4,1011.2,7,7,21.9,24.4,0,0
12.1,25.7,0,8.8,13,14,46,13,3,22,15,47,28,1015.7,1011.4,4,0,17.9,24.7,0,0
13,28.3,0,10.8,12.8,12,43,3,3,17,15,46,28,1012.6,1007.4,4,0,20,27.4,0,0
15.6,31.9,0,10.8,12.6,12,39,12,3,20,9,39,27,1008.1,1004.6,5,1,24.4,31,0,0
20.3,31.1,0,9.4,10.7,12,37,11,1,20,15,39,64,1006,1005.7,2,2,28,25.3,0,0
16.6,27,0,8,12.4,5,33,10,9,7,17,60,52,1006.9,1005.4,1,1,24.4,25.5,0,0
17.6,24.9,0,8.2,7.4,15,39,9,8,13,19,61,85,1008.3,1008.6,6,7,22.2,18.8,0,0
12.4,25.2,0,5.8,9.6,8,39,7,8,9,22,49,45,1012.8,1010.1,3,1,19.5,23,0,0
12.8,29.3,0,8,12.9,15,39,12,15,11,20,46,49,1010.2,1007.1,1,1,22.4,24.5,0,0
15.5,29.6,0,8.8,12.9,8,35,13,8,11,22,48,37,1007.3,1005.3,0,1,23.4,28.7,0,0
20.3,30.2,0,10,11.9,9,39,6,9,20,20,55,61,1008.6,1006.8,0,1,25.5,24.8,0,0
16.4,24.1,1.8,6.6,11.2,1,33,8,1,13,19,64,55,1015.3,1014.8,6,2,20.8,22.6,1,0
14.7,23.6,0,7.6,12.6,4,43,4,8,15,17,53,46,1017.2,1015.7,2,1,19.7,22.2,0,0
14.2,23.5,0,9,12.7,8,46,4,15,19,24,44,46,1021.4,1018.5,1,0,17.7,22,0,0
13.2,28.2,0,9.8,12.8,7,37,13,13,15,13,48,23,1022.5,1017.9,1,0,19.1,27.5,0,0
13.5,32,0,10.8,11.2,12,43,3,12,17,17,40,16,1016.8,1010.5,1,5,21.5,30.9,0,0
20,32.4,0,10.4,10.9,6,39,11,8,20,19,33,36,1006.8,1003.1,3,7,27.3,29.5,0,0
18.1,27.5,0,9.4,10.9,8,37,16,8,4,20,61,56,1007.1,1009,6,7,25.5,24.9,0,0
16.6,25.1,0,8,10.9,8,44,14,15,13,22,52,49,1016.2,1014.3,5,1,20,22.5,0,0
14.2,28.6,0,8.6,13.3,8,37,13,8,11,17,52,42,1019.7,1016.1,0,0,20.5,25.8,0,0
15.5,32.1,0,9.4,13.3,12,37,13,7,17,13,45,24,1017.3,1013.1,1,2,21.8,31.8,0,0
17.2,33.5,0,12.6,13,3,35,3,8,13,15,38,30,1017.2,1014.4,1,1,24.5,32,0,0
18.3,36.1,0,12,13.2,15,39,6,8,13,19,30,19,1014.5,1012,0,1,27.8,34.7,0,0
20.4,39,0,13.8,13.3,8,31,3,15,11,15,34,19,1013.8,1010.9,1,1,28.4,37.7,0,0
17.5,40.4,0,11.4,13.3,8,31,6,8,11,17,23,23,1012.8,1010.4,1,1,32.3,33.7,0,0
18.9,37.1,0,12,13.2,15,31,14,15,4,15,40,22,1011.4,1009.5,1,1,30.3,36.6,0,0
20.8,37.1,0,14.4,10.2,12,31,3,8,6,15,25,16,1009.9,1008.7,6,7,30,35.6,0,0
18.4,28.4,0,9.4,10.9,15,28,5,1,9,11,59,63,1009.2,1008.2,6,8,27.1,24.5,0,0
19,27.8,0,9.2,9,15,41,4,8,15,20,64,56,1012.8,1011.2,7,7,22.3,25.1,0,0
17.8,30.5,0,9.8,9.9,15,46,7,16,11,20,59,43,1014.8,1012.2,7,6,20.9,27.4,0,0
16,28.2,0,8,13.2,7,35,13,13,17,11,46,29,1020.3,1016.8,1,1,21.3,27.5,0,0
14.3,28.7,0,11,12.7,15,35,3,13,13,11,45,25,1021.9,1017.1,7,0,20.4,27.8,0,0
15.7,29.9,0,10.2,11,15,39,12,8,13,19,41,37,1019.2,1015.4,2,7,22.8,26.6,0,0
13.8,33.9,0,9,12.6,15,35,3,8,6,19,30,15,1016.4,1012.6,1,1,26.6,31.7,0,0
14.2,29.4,0,8.4,11.8,8,43,15,8,6,26,53,64,1011.3,1011.2,1,6,26.1,23.9,0,0
15.8,30.8,0,8,13,15,33,12,16,13,17,56,45,1013.8,1010.4,7,6,22.7,27,0,0
14.5,28.2,0,9.6,13.9,4,30,15,8,11,19,58,46,1011.4,1009.4,0,0,23.6,25.2,0,0
18.8,28.3,0,10.2,11.2,15,43,15,8,15,19,62,53,1013.1,1012.6,7,1,23.5,26.5,0,0
16.5,32.2,0,9,13.3,8,39,3,15,13,20,45,41,1015.5,1010.7,1,1,23.3,28.2,0,0
17.3,32.6,0,10.8,13.3,8,43,4,8,11,20,42,40,1010.3,1006.3,1,0,25.5,30.2,0,0
17.9,31,0,10.4,13.3,15,30,3,16,7,13,48,43,1007.6,1005.6,0,0,25.3,28.1,0,0
19,25.8,0,8.6,10.6,8,41,16,8,15,17,63,49,1005.7,1005.7,5,4,23.5,24.6,0,0
16.9,26.1,0,9,12.6,8,41,4,8,11,20,56,42,1009.1,1010.2,4,1,22.6,23.9,0,0
12.6,25.7,0,9.2,7.9,8,37,8,8,11,19,56,48,1017.5,1017.7,7,5,20.5,24.1,0,0
14.3,26.5,0,7.2,13.1,8,46,7,15,11,22,47,44,1022.4,1018.5,0,0,20,24.3,0,0
14.9,27.3,0,9.4,13.2,8,41,14,15,13,22,44,45,1018.5,1015.9,1,1,21.8,24.4,0,0
15.9,31.8,0,9.8,13,14,33,13,15,17,19,55,36,1018.7,1014,0,0,20.5,29.1,0,0
16.3,39.1,0,10.2,12.6,8,37,12,8,15,15,35,19,1011.6,1008.3,1,2,29,37.9,0,0
19.7,26.9,0,11,12.6,8,35,16,16,13,17,70,56,1014.2,1014.4,1,1,23.5,24.5,0,0
17.5,28.4,0,10,11.8,8,35,4,15,15,20,59,51,1017.9,1015.6,2,7,23.1,25.8,0,0
17,30,0,8,13.2,8,43,4,15,7,17,55,55,1016.7,1014.4,0,0,23.4,27.3,0,0
16.7,34.2,0,9.8,13.2,8,43,3,15,9,22,49,44,1017.2,1014.8,0,0,26.5,30.6,0,0
22.6,43.3,0,12,13.1,6,33,13,7,13,11,34,12,1015.7,1010.4,0,0,30.7,42.5,0,0
29.7,41,0,16,12.2,5,37,2,16,17,17,13,33,1007.4,1008,1,1,39,33.1,0,0
20.9,27.8,0,13.2,9.4,8,39,4,8,15,20,67,51,1010.7,1009.8,7,4,23.5,25.3,0,0
15,26.7,0,10.2,13.1,15,37,7,8,9,19,50,44,1012.9,1010.3,0,0,21.7,25,0,0
16.1,25.6,0,9.4,12.4,16,41,11,1,4,19,53,49,1008.5,1008.7,2,3,23.4,24.3,0,0
18.7,25.6,0.2,9.6,13,8,41,15,15,11,22,51,46,1012.8,1012.3,4,1,22.7,23.7,0,0
15.8,31.6,0,10,13.1,4,35,13,8,13,19,50,44,1014.5,1010.5,0,0,22.2,28,0,0
15.5,37.1,0,9.4,13.2,15,39,12,15,13,17,35,25,1012.5,1009.7,0,0,28,35.3,0,0
22.2,38.7,0,13.2,13.1,8,46,3,15,11,24,32,24,1011.4,1007.9,0,0,30.3,35.8,0,0
20.4,38.3,0,13.4,13.1,6,41,3,13,13,13,45,21,1010.4,1006.5,0,0,26.3,38,0,0
20,38,0,15.2,13.2,3,43,13,7,17,15,49,26,1008.8,1004.6,0,0,26.1,36.7,0,0
23.8,37.2,0,11,13,7,39,12,7,19,17,48,29,1007.3,1003.3,1,4,29.7,35.9,0,0
22.7,36.2,0,12,13.1,7,54,14,7,11,22,52,29,1007.8,1006,1,3,28.2,35.9,0,0
23.2,32.6,0,13.4,9.3,13,50,13,3,17,17,57,35,1014.9,1010.8,7,2,24.6,31.7,0,0
24.6,36.7,0,11.4,10.9,8,33,6,8,17,15,54,37,1010.5,1006.4,6,3,28,35.2,0,0
23.5,31,0,10.6,12.9,15,41,15,15,13,24,59,49,1010.9,1008.5,1,1,27.6,28.3,0,0
18.5,26.4,0,10.2,11.2,15,46,8,15,13,24,72,46,1011.3,1010.8,5,1,22.1,24.8,0,0
15.9,31.5,0,9.2,13.1,14,39,7,7,13,13,47,27,1017.9,1013.7,0,0,20.9,30.4,0,0
16.6,33.5,0,11.6,13,14,41,3,8,15,17,46,36,1013.7,1009.5,0,1,23.5,31.6,0,0
19,34.6,0,10.6,13,8,31,7,15,6,17,37,34,1009.9,1007,2,1,28.6,32.9,0,0
21.1,29.7,0,9.6,10.7,15,39,10,8,9,17,59,58,1007.4,1006.6,6,1,26.1,26.3,0,0
18.4,28.5,0,9.2,12.9,15,43,15,15,13,24,58,53,1008.4,1006.7,1,1,23.6,25.5,0,0
16.8,32.5,0,10,12.9,7,44,7,7,17,15,51,30,1012.7,1009.8,1,0,22.7,31.7,0,0
16.9,33.8,0,11.4,13,13,44,3,13,19,11,46,27,1015.8,1011.2,1,0,22.1,32.2,0,0
21.4,37.5,0,12,12.8,3,31,12,8,19,19,38,26,1011.9,1008,1,1,28,35.5,0,0
21.7,32.3,0,12,12.7,8,37,8,8,6,17,48,51,1011,1009.6,3,2,27.2,29.7,0,0
20.2,32.2,0,9.6,12.7,15,35,14,8,9,19,58,46,1012.9,1009.4,1,1,25.2,30.6,0,0
19.5,30,0,10.8,12.7,15,44,14,15,13,24,55,50,1012.3,1009.7,0,0,23.8,26.8,0,0
15.1,29.3,0,10.6,12.8,4,43,14,15,15,22,54,45,1016,1012.3,1,0,20.2,25.5,0,0
15.5,33.1,0,10.4,12.6,3,41,13,12,17,11,46,21,1014.2,1009,0,1,20.8,32.2,0,0
18.2,29.2,0,9.4,12.6,15,52,4,15,13,22,50,56,1007.9,1005.9,1,1,22.9,25.8,0,0
17.6,33.3,0,10.4,12.5,14,39,7,13,15,15,51,34,1009.2,1004.9,2,1,23.4,32.8,0,0
20.2,34.2,0,11.8,11.1,3,33,3,13,15,13,59,34,1007.6,1005.5,5,5,24.6,32.7,0,0
20.5,34.6,0,9.4,12.6,7,31,3,4,13,11,60,35,1011.1,1007.2,1,1,24.6,34,0,0
19.6,32.3,0,10.4,12.6,3,31,3,8,7,15,55,44,1009.8,1007.1,0,1,25.3,30,0,0
17.1,28.9,0,10,7.5,1,39,4,8,11,20,74,47,1011.4,1011.6,2,6,22.5,25.2,0,0
17.3,33,0,7.6,12.4,8,35,13,8,13,15,56,44,1017,1013.8,1,4,24.3,29.9,0,0
18.4,35.3,0,10,12.5,12,33,3,13,11,13,44,18,1017.9,1013.4,0,0,23.7,34.9,0,0
17.5,37,0,12,12.6,7,37,3,14,17,15,47,20,1015.7,1011.9,0,0,24.1,35.5,0,0
21.5,37.4,0,13,12.3,12,39,12,3,13,11,37,16,1016.3,1014.1,4,3,27.7,36.3,0,0
19.7,34.9,0,13.8,12.2,3,39,12,3,19,17,38,20,1019.1,1016.1,1,1,26.3,34.1,0,0
23.8,35.3,0,12,10.8,15,35,12,12,13,9,34,22,1018.9,1014.5,1,3,28.2,34.6,0,0
18.5,35.3,0,10,12.2,4,37,6,8,9,19,36,26,1016.3,1013.4,0,1,29.4,33.9,0,0
17.2,34.2,0,10.6,12.2,16,41,15,15,7,19,36,30,1016.8,1014.8,0,0,28.1,32.1,0,0
19.7,31.8,0,12,12.2,7,33,13,15,11,11,54,27,1020.1,1016.7,1,0,24.2,31.1,0,0
15.9,30.6,0,10.8,12.2,3,37,12,13,15,15,46,23,1021.2,1016.2,0,0,20.8,29.2,0,0
16.9,34.6,0,12.2,12.1,15,33,12,15,17,9,42,24,1018.3,1014.5,0,0,23.8,33.8,0,0
17.5,36.6,0,9,12.1,6,37,12,6,13,9,29,13,1018,1014.6,0,0,27.5,35.9,0,0
16.4,38,0,11,11.9,11,35,6,8,19,11,27,11,1015.9,1013.1,0,0,29.1,37.3,0,0
16.7,37.5,0,11.6,11.9,1,28,11,1,7,17,23,15,1014.9,1012.1,6,5,29.3,34.9,0,0
17.4,30.8,0,10.4,10.6,15,41,14,15,7,19,58,56,1015,1013.6,6,1,24.6,27.2,0,0
17.3,32.7,0,8.8,11.8,7,39,14,7,17,13,59,21,1021.9,1018.1,0,3,21.6,31.6,0,0
17.2,32,0,9.6,11.7,11,31,13,14,15,13,54,27,1021.2,1016.5,1,1,21.9,31,0,0
17.1,35.5,0,8.4,11.6,7,31,3,3,15,11,49,29,1016.7,1012.3,1,0,22.9,34.3,0,0
22.9,37.7,0,11,11.4,12,33,6,1,13,13,41,27,1012.3,1009,2,3,28.7,35,0,0
20.7,25.7,0,11.8,6.7,15,35,8,8,15,17,64,54,1015.6,1013.6,8,5,21.9,25.1,0,0
14.3,25.1,0,5.8,11.5,15,43,14,15,15,22,47,40,1018.9,1016.6,2,0,20.8,23.7,0,0
13.3,28.8,0,8,11.2,15,39,12,15,11,19,57,47,1019.7,1016.9,1,1,21.2,25.9,0,0
16.7,33.6,0,8.4,11,7,33,3,13,13,11,50,25,1022.3,1018,1,2,22.4,32.9,0,0
20.2,37.5,0,10.8,9.8,6,33,12,4,17,13,42,23,1017.6,1013.1,7,7,26.3,36.1,0,0
16.2,24.8,0,4.8,10,15,46,4,8,20,24,68,50,1018.5,1016.7,6,1,19.6,23.4,0,0
10.3,24,0,6.4,11.1,4,35,13,8,7,19,54,49,1021.8,1018.8,1,5,18,22.3,0,0
13.7,26.8,0,6.2,9.9,15,35,4,15,7,17,56,51,1020.1,1016.9,1,1,20.3,25,0,0
15.6,28.5,0,7.2,11,15,30,8,8,7,17,65,53,1017.7,1015.1,5,2,21.3,27,0,0
16.1,30,0,7.8,11.1,15,31,14,15,6,15,63,45,1020.4,1018.4,1,1,22.7,29.2,0,0
18.9,31.6,0,8,10.8,13,50,7,7,17,19,58,30,1022.2,1017.5,1,2,22.1,30.6,0,0
16.2,28.1,1,9.6,9.2,7,43,3,7,15,19,69,43,1018.3,1014.3,5,1,18.7,27.3,0,0
18.7,31.7,0,8.2,9.4,12,44,3,3,11,17,55,37,1015.6,1013.4,7,8,23.7,31.4,0,0
20.7,33.9,0,10.8,10.9,12,41,3,6,17,19,53,33,1018.7,1015.6,2,6,24.5,33.1,0,0
22.3,34.2,0,8.8,9.4,8,31,6,16,17,19,42,58,1017.3,1017,7,7,28.1,27,0,0
21.5,27.5,0.2,7.4,0.6,15,43,16,15,9,24,75,73,1019.9,1018.2,8,8,23.2,23.7,0,0
20.4,30.6,0.4,4.6,1.2,14,22,3,1,2,11,54,37,1017,1016,7,7,24.3,27.4,0,0
17.8,28.4,0,4.2,10.3,15,35,14,15,11,17,68,57,1018,1015.5,1,1,22.4,26.4,0,0
18.3,33.5,0,6.8,10.9,16,28,13,16,7,15,61,39,1017,1012.3,0,4,23.2,30.4,0,0
17.3,23.5,5.2,3.6,4.5,16,30,1,16,11,13,53,59,1013.5,1013.2,8,6,19.2,20.8,1,0
15.4,23.4,0.4,3,3.9,8,26,11,8,11,13,88,47,1015,1012.9,7,7,17.1,23.4,0,0
16.3,24,1,3.4,7.3,8,31,14,8,15,13,72,37,1018.7,1017,7,1,17.2,23.5,0,0
11.4,25.2,0,6.2,10.8,8,35,13,4,11,11,53,36,1023,1019.4,0,0,17.2,24.4,0,0
12,27.6,0,5.8,10.4,13,28,12,4,17,9,51,23,1023.1,1018.9,5,6,17.9,26.2,0,0
11.9,30.2,0,6.6,6.2,4,28,12,1,7,11,44,32,1017.6,1013.9,7,7,21,27.3,0,0
13.6,31.4,0,4,8.5,16,33,12,8,7,17,47,44,1011.6,1008.1,5,6,23.5,26.8,0,0
14.8,25.8,0,5.2,9.7,8,41,7,16,7,20,80,52,1012,1010.1,4,1,19,23.9,0,0
13.5,25.2,0,5.2,10.6,15,37,13,8,7,20,61,56,1016.3,1014.8,1,1,20.9,22.9,0,0
14.5,30.4,0,6.2,9.7,6,30,12,11,13,6,63,30,1016.8,1012.5,4,1,20.4,29.9,0,0
15.7,30.9,0,6,6.1,6,31,11,6,15,15,43,23,1012.9,1009.6,6,5,23.9,30,0,0
19.1,32.3,0,7.6,8.7,6,35,6,6,15,11,47,26,1014.6,1011.9,3,5,25.5,31.2,0,0
19.2,34.6,0,7.4,10.3,6,30,12,2,9,7,45,23,1016.4,1012.7,1,1,25.8,33.8,0,0
17.9,32.3,0,7.4,10.4,16,30,11,1,13,11,42,33,1016.2,1014.4,0,0,25.9,31.3,0,0
16.1,33,0,7,10.9,15,20,13,16,7,11,59,35,1019.1,1017.1,1,1,24.3,31.7,0,0
16.1,29.2,0,5.4,10.5,8,24,11,16,6,11,61,58,1020,1018.3,0,1,23.6,27.3,0,0
15.7,25.4,0,6.2,8.7,8,31,2,8,4,13,71,55,1021.4,1021,1,1,22.4,24.1,0,0
16.9,24.9,0,6.2,6.8,16,43,3,8,6,17,77,59,1023.4,1020,8,3,19.1,23.7,0,0
10.4,25.3,0,2.8,6.8,8,30,6,8,7,15,68,47,1022.6,1020.5,6,5,18.1,24.4,0,0
15,28,0,4,9,8,30,13,15,11,7,66,37,1021.8,1017.6,6,6,18.9,26.8,0,0
13.4,25.2,0,6.4,10,15,31,15,8,11,17,70,54,1018.1,1014.4,1,1,18.3,24.2,0,0
12.3,24.5,0,4.6,9.2,8,37,14,8,4,15,66,58,1015.1,1012.3,4,5,19.1,21.9,0,0
12.3,22.9,0,4.6,10.3,8,30,7,8,11,17,63,41,1019.9,1018.3,1,1,17.2,22.6,0,0
7.7,23.7,0,4,10.5,15,28,12,15,7,19,52,41,1021.3,1017.6,0,1,16.7,21.8,0,0
9,26,0,5.2,9.2,14,28,7,4,11,9,61,35,1018.5,1013.6,7,7,16.8,25.2,0,0
16.3,24,0,5,1.6,6,24,3,8,9,6,53,52,1010.4,1007.9,7,8,19.7,22.8,0,0
15.6,24.8,0.2,3,7.8,16,19,16,1,7,9,76,56,1012.7,1011.4,7,6,19.3,23.7,0,0
13.2,19.4,9.6,2.8,9,15,41,14,15,13,19,70,49,1018.6,1021,3,4,15.6,18,1,0
7.5,20.4,0.4,3.6,7.7,15,20,6,4,4,7,66,58,1026.7,1024.6,5,6,14.5,18.8,0,0
11.8,22.4,0,2.2,8.9,14,28,3,4,7,13,62,38,1025.6,1023.1,1,1,16.6,21.1,0,0
7.4,21.7,0,4.4,9.7,8,31,7,4,7,11,74,48,1028,1025.8,1,2,15.5,20.8,0,0
6.5,20.9,0,3,8.8,8,26,14,4,9,6,63,38,1031.4,1027.3,7,5,12.6,20,0,0
7.1,23.6,0,3.4,7.2,11,20,14,16,11,9,72,52,1026,1020.8,3,7,15.1,22,0,0
14.1,19.8,1.6,2.2,0.2,6,24,12,12,11,7,86,67,1015.4,1011.7,7,7,16,19.4,1,0
13,21.9,10,3.4,5.9,5,20,8,5,6,11,96,64,1019.9,1018.1,5,3,15.5,21.4,1,0
11.2,23.8,0.6,1.6,9.3,9,24,11,1,9,11,86,44,1020.7,1017.4,1,1,16.8,23,0,0
12.7,22.3,2,0.7,7.4,1,24,6,16,2,13,91,52,1021.9,1019.9,7,6,15.9,21.1,1,0
13.2,21.6,0,3.8,4.075714382,9,30,11,9,4,7,79,61,1019.9,1017.1,8,6,15.8,20.4,0,0
12.5,22.4,0,1.8,1.8,1,20,2,1,6,9,87,60,1017.5,1014.2,6,7,15.8,21.2,0,0
11.2,22.9,0,1.2,7.1,15,22,6,16,7,11,88,61,1017,1016.5,3,3,15.7,21.8,0,0
10.6,23.3,0,2.2,9.2,1,22,6,5,7,11,88,63,1020,1017.9,2,4,15.1,21.9,0,0
14.6,21.3,12.8,5.4,1.7,6,20,11,5,9,9,95,78,1016,1014.7,5,7,16.8,20.1,1,0
11.3,19.5,9,1,4.5,8,31,14,15,6,13,82,62,1022.7,1021.9,3,6,14.7,17.9,1,0
6,19.1,0,2.4,8.7,6,26,3,6,6,13,78,56,1026.1,1023.2,4,6,12.6,17.9,0,0
7.3,17,0,1.2,1.1,6,31,6,6,13,9,68,59,1021.7,1018.4,7,8,13.3,17,0,0
13.2,21.7,1.2,0.6,6.8,8,20,6,16,4,9,99,70,1021.2,1019.4,6,4,14.7,19,1,0
8.9,22.4,0,2,9.2,3,19,6,14,7,6,80,49,1025.1,1022.6,1,1,14.8,21.9,0,0
8.8,24.6,0,1.8,9.2,6,28,12,6,9,9,68,35,1025.8,1023.3,5,3,15.5,24.1,0,0
6.2,23.7,0,2.8,9.3,6,28,12,12,4,7,66,33,1027.2,1024.7,0,0,13.8,23.4,0,0
13.3,20.6,0,3,1.1,12,37,11,6,19,9,50,45,1023.6,1020.4,7,8,16.2,20.2,0,0
12.2,20.4,0,3,0,11,22,6,2,11,9,51,39,1018.3,1016.4,8,7,16.4,20.3,0,0
15.1,16.8,8.8,2.4,3.9,4,43,15,15,13,19,86,67,1013.4,1015.8,7,4,16.1,15.7,1,0
4.7,17.4,0,2.2,9,14,26,4,4,2,11,85,61,1027,1025.6,1,4,9.9,16.7,0,0
5.6,18.6,0,1,8.3,12,22,14,8,9,11,84,66,1030.9,1029.5,1,4,11.2,17.2,0,0
1.9,18.2,0,2.2,9.2,12,17,6,6,7,2,84,46,1032.6,1029.9,1,0,8.5,17.7,0,0
2.1,19.6,0,0.6,9.2,6,20,6,11,7,11,86,45,1030.7,1026.2,1,1,8.7,19,0,0
3,21.7,0,2,9.2,10,31,6,2,9,15,69,35,1023.5,1018.5,0,0,11.5,21.3,0,0
10.8,19.7,9,0.8,3.6,10,35,6,5,7,13,99,73,1021,1017.7,6,7,15.1,18.1,1,0
7.1,16.3,14.8,1.2,5.7,8,35,11,4,2,15,96,56,1023.2,1024.7,3,3,10.5,15.7,1,0
2.8,17.6,0,0.8,9.2,6,20,3,15,7,6,85,52,1030,1026,0,1,9.4,16.7,0,0
2.7,20.3,0,1.4,9.2,6,15,3,10,4,4,85,40,1024.9,1020.1,0,0,9.6,19.8,0,0
2.6,15.6,0,2.2,9.1,13,20,4,13,4,9,78,47,1031.2,1027.3,1,1,8.6,14.9,0,0
4.8,16.2,0,2.4,3.5,12,44,3,6,6,9,71,49,1025.3,1022.5,7,7,9.7,15.9,0,0
9.7,22.4,0,2,5,11,28,6,2,9,13,52,40,1022,1019.2,7,2,14.2,22,0,0
3.4,16.2,1.6,0.8,6.6,12,22,6,3,2,9,98,63,1026.3,1023.8,6,7,7.8,15.6,1,0
8.1,19.3,0,1.4,6.4,14,20,14,7,6,6,79,53,1023.2,1021.9,5,3,12.7,18.1,0,0
8.3,17.8,0.6,1.8,9.2,12,26,12,12,13,7,79,49,1026.9,1023.6,1,7,11.6,17.7,0,0
10.3,17,1.8,1.4,5.6,4,24,14,4,4,13,84,54,1026.5,1026,1,2,13.7,16.4,1,0
2.8,17,0,2.2,9.3,6,28,14,12,2,13,89,51,1029.9,1026.3,1,4,8.2,16.7,0,0
5.3,19.7,0,2.2,9.4,6,26,3,6,6,11,74,47,1024.7,1020,1,1,11.5,19.4,0,0
11.7,19,14,1.4,6.7,9,33,1,1,9,17,80,66,1021.6,1020.5,3,5,16,18.2,1,0
13.8,19.3,0.8,1.8,5.9,1,31,9,9,6,15,80,54,1023.2,1021.7,7,1,16.3,18.9,0,0
7.7,16.7,1.6,1.8,5.9,4,31,14,13,9,9,67,49,1027.6,1025.5,7,0,11.3,16.2,1,0
3.9,17.7,0,2.4,9.5,12,33,12,6,13,13,65,48,1027.6,1023.9,0,0,10.4,17.1,0,0
4.7,19.7,0,2.4,9,8,26,6,4,6,7,69,64,1025.8,1025.9,1,1,11.5,18.3,0,0
3.8,19.8,0,2.2,9.5,6,31,13,6,6,11,78,47,1032.9,1029.8,0,0,11.5,19.4,0,0
5.9,21.3,0,2.8,9.7,6,28,6,12,11,9,58,37,1032,1028.5,0,0,13.9,20.9,0,0
5.2,24.2,0,4,9.7,11,37,6,11,13,9,43,28,1028.7,1025.4,0,0,15.8,23.6,0,0
12.9,21,1.2,0.4,8.4,15,22,12,15,6,11,99,57,1024.8,1023.5,1,1,13.9,20.6,1,0
7,21.4,0,2.2,9.8,13,26,13,3,7,9,73,49,1029.5,1026.8,1,1,14.3,20.9,0,0
12.4,24,0,3.2,5.4,3,30,13,3,13,11,70,50,1027,1023.2,6,6,14.7,22.3,0,0
14.2,23.2,0,4,8.4,3,39,3,3,13,13,65,49,1026.3,1023.9,7,5,16.3,22.2,0,0
13.6,19.3,0,5.6,0.2,12,46,12,12,19,17,56,48,1027.8,1025.7,7,7,14.6,18.5,0,0
14.6,20.5,0,4.8,4.2,6,48,12,6,19,11,43,38,1028.5,1026.7,6,6,15.2,20.1,0,0
14.8,23.6,0,4.6,3.7,11,35,6,10,13,11,35,29,1027.9,1026.6,8,6,15.9,23,0,0
8.7,23,0,2.8,9.9,3,26,3,15,7,9,62,50,1027.9,1025,1,1,16.2,22.2,0,0
6.6,23.9,0,3,10,6,19,6,2,7,6,78,43,1023.8,1020.1,1,4,13.7,23,0,0
14.3,19.8,5.8,3.8,8.2,8,31,13,8,9,13,71,42,1022,1021.7,5,3,15.3,18.8,1,0
6.6,21.5,0,1,10.5,1,28,12,1,6,11,68,45,1024.5,1021.6,5,3,13.4,20.1,0,0
6.4,22.3,0,3,10.2,5,24,16,1,7,13,70,51,1022,1020.8,7,3,14.1,21.3,0,0
